record,RESimulator,Sociability,Assertiveness,Achievement,Dependability,Emotional,Referral
1123,,Low,Medium,Medium,Medium,Medium,No
1124,Ready,High,Medium,Medium,High,High,No
1125,Ready,Medium,Medium,Medium,High,Medium,No
1126,,,,,,,No
1127,Ready,Medium,Medium,Medium,Medium,Medium,Yes
1128,Ready,High,Medium,High,High,Medium,Yes
1129,Almost Ready,High,High,High,High,High,No
1130,,Medium,Medium,Medium,High,Medium,Yes
1131,Ready,,,,,,No
1132,Ready,High,Medium,High,Medium,High,No
1133,Ready,High,Medium,High,Medium,Medium,No
1134,,Medium,Medium,Medium,Medium,High,No
1135,Ready,Low,Medium,High,High,High,No
1136,Ready,Low,Medium,Medium,High,Medium,No
1137,Ready,High,Medium,Medium,Medium,Medium,No
1138,Ready,Medium,Medium,Medium,Medium,Medium,Yes
1139,Ready,High,Medium,Medium,Medium,Medium,No
1140,Ready,High,Medium,High,High,Medium,Yes
1141,Ready,Medium,Medium,Medium,High,Medium,No
1142,Ready,Low,Medium,Medium,Medium,Medium,No
1143,,Medium,Medium,Medium,Medium,Medium,Yes
1144,Ready,Medium,Medium,Medium,Medium,High,No
1145,Ready,Medium,Medium,Medium,Medium,High,No
1146,Ready,Medium,Medium,Medium,High,High,Yes
1147,,Medium,Medium,High,High,High,Yes
1148,Ready,High,Medium,Medium,Medium,Medium,Yes
1149,Ready,Medium,Medium,Low,Medium,Low,No
1150,,High,Medium,Medium,High,High,No
1151,Ready,Medium,Medium,Medium,Medium,Medium,Yes
1152,,Medium,Medium,Medium,Medium,Medium,No
1153,Ready,High,High,High,High,High,No
1154,Ready,Medium,Medium,High,Medium,Medium,No
1155,Not Ready,High,High,High,High,High,No
1156,,Medium,Medium,High,Medium,High,No
1157,Ready,High,Medium,Medium,Medium,Medium,No
1158,Ready,Medium,Medium,Medium,Medium,Medium,No
1159,Ready,Medium,Medium,High,Medium,High,No
1160,,,,,,,No
1161,Ready,High,Medium,Medium,Medium,Medium,No
1162,Ready,Medium,Medium,High,Medium,Medium,No
1163,Ready,Medium,Medium,Medium,High,Medium,No
1164,Ready,High,Medium,High,High,High,No
1165,Ready,Medium,Medium,Medium,High,Medium,No
1166,Ready,Medium,Medium,Medium,Medium,Medium,No
1167,Ready,Medium,Medium,Medium,Medium,Medium,Yes
1168,Ready,Medium,Low,Medium,Medium,High,No
1169,Ready,High,Medium,Medium,Medium,Low,No
1170,Ready,Medium,Medium,Medium,High,Medium,No
1171,Ready,High,Medium,Medium,Medium,High,No
1172,Ready,Medium,Medium,Medium,High,High,No
1173,Ready,Medium,Medium,High,High,High,No
1174,Ready,High,Medium,Medium,High,Medium,No
1175,Ready,Medium,Medium,Medium,High,High,Yes
1176,,High,Medium,Medium,Low,High,Yes
1177,Ready,High,Medium,Medium,High,Medium,No
1178,Ready,Medium,Medium,High,High,High,No
1179,,Medium,Medium,Medium,Medium,Medium,No
1180,,High,Medium,Medium,Medium,Medium,No
1181,Ready,High,Medium,Medium,Medium,Low,No
1182,Ready,Low,Low,Medium,Medium,Medium,No
1183,Ready,Medium,Medium,High,Medium,Medium,Yes
1184,Not Ready,High,Medium,High,High,Medium,Yes
1185,Ready,Medium,Medium,Low,Medium,High,No
1186,Ready,Medium,Medium,Low,Medium,High,Yes
1187,Ready,Medium,Medium,High,High,Medium,No
1188,Ready,Low,Medium,High,Medium,Medium,No
1189,Ready,Medium,Medium,Medium,High,High,No
1190,Ready,Medium,Medium,Medium,Medium,Low,Yes
1191,Not Ready,High,Medium,High,Medium,High,No
1192,Ready,Medium,Medium,Medium,Medium,Medium,Yes
1193,Ready,High,High,High,High,High,No
1194,Ready,Medium,Low,Medium,Medium,Medium,No
1195,Ready,Medium,Medium,High,High,High,No
1196,Ready,Medium,Medium,High,High,Medium,No
1197,Ready,High,Medium,Medium,Medium,High,No
1198,Almost Ready,High,Medium,High,Medium,Medium,No
1199,Not Ready,High,Medium,Medium,High,Medium,No
1200,Ready,High,Medium,Medium,Medium,Medium,No
1201,Ready,High,Medium,Medium,High,Medium,No
1202,Ready,High,Medium,Medium,Medium,Medium,No
1203,Ready,Medium,Medium,Medium,Medium,Medium,No
1204,Almost Ready,High,Medium,Medium,Medium,High,No
1205,,,,,,,Yes
1206,Ready,High,High,Medium,Medium,Medium,No
1207,Ready,Medium,Medium,Medium,Medium,Medium,No
1208,NA,NA,NA,NA,NA,NA,No
1209,NA,NA,NA,NA,NA,NA,No
1210,NA,NA,NA,NA,NA,NA,No
1211,NA,NA,NA,NA,NA,NA,No
1212,NA,NA,NA,NA,NA,NA,No
1213,NA,NA,NA,NA,NA,NA,No
1214,NA,NA,NA,NA,NA,NA,No
1215,NA,NA,NA,NA,NA,NA,No
1216,NA,NA,NA,NA,NA,NA,No
1217,NA,NA,NA,NA,NA,NA,No
1218,Ready,Medium,Medium,High,Medium,High,Yes
1219,Ready,High,High,High,Medium,High,No
1220,Ready,Medium,High,High,High,High,Yes
1221,Ready,Medium,High,High,High,High,Yes
1222,Ready,High,Medium,Medium,Medium,Medium,No
1223,Ready,High,Medium,Medium,Medium,Medium,Yes
1224,Ready,Medium,Medium,High,Medium,High,No
1225,Almost Ready,Medium,Medium,Medium,High,High,Yes
1226,Ready,High,Medium,Medium,Medium,Medium,Yes
1227,Ready,High,Medium,Medium,Medium,Medium,No
1228,Ready,Medium,High,High,High,High,No
1229,Ready,Medium,High,High,High,High,No
1230,Ready,Medium,Medium,Medium,Medium,Medium,No
1231,Ready,Low,Medium,Medium,Medium,High,Yes
1232,,Medium,Medium,Low,Medium,Medium,Yes
1233,Ready,Medium,Medium,Medium,High,High,Yes
1234,Ready,High,Medium,Medium,Medium,High,No
1235,Ready,Medium,Medium,Medium,Medium,Medium,No
1236,Ready,Medium,Medium,High,Medium,Medium,No
1237,Ready,Medium,High,High,High,High,No
1238,Ready,Medium,Medium,Medium,High,Medium,No
1239,Ready,High,Medium,Medium,Medium,Medium,No
1240,Ready,Medium,Medium,Medium,High,Medium,No
1241,NA,NA,NA,NA,NA,NA,No
1242,Ready,Medium,Medium,High,High,Medium,Yes
1243,Almost Ready,High,High,High,High,High,No
1244,Ready,Medium,Medium,Medium,Medium,Medium,Yes
1245,Ready,Medium,Medium,Medium,Medium,Medium,Yes
1246,Ready,Medium,Medium,Medium,Medium,Medium,No
1247,Ready,High,Medium,Medium,Medium,High,No
1248,Ready,High,Medium,High,High,High,Yes
1249,Ready,Medium,Medium,Medium,Medium,Medium,No
1250,Ready,Medium,Medium,High,High,High,No
1251,Ready,Medium,Medium,Medium,Medium,High,No
1252,Ready,Medium,Medium,Medium,Medium,Medium,No
1253,Ready,Medium,High,High,Medium,Medium,Yes
1254,Ready,High,Medium,High,Medium,Medium,Yes
1255,Ready,Medium,Medium,Medium,Medium,Medium,No
1256,Ready,Low,Medium,Medium,Medium,Medium,Yes
1257,Ready,Medium,Medium,Medium,Medium,High,Yes
1258,Ready,Low,Medium,Medium,Medium,Medium,No
1259,Ready,Medium,Medium,Medium,Medium,High,Yes
1260,Ready,Medium,Medium,High,High,Medium,Yes
1261,Ready,High,Medium,Medium,Medium,Medium,No
1262,Ready,Medium,Medium,Medium,High,Medium,No
1263,Ready,Medium,Medium,Medium,Medium,Medium,No
1264,,Medium,Medium,High,High,High,Yes
1265,Ready,Medium,High,High,High,High,No
1266,Ready,Medium,Medium,High,Medium,Medium,No
1267,Ready,Medium,Medium,Medium,Medium,Medium,Yes
1268,Ready,Medium,High,Medium,Medium,Medium,No
1269,Ready,Medium,High,High,High,Medium,No
1270,Ready,High,Medium,Medium,Medium,High,No
1271,Ready,Medium,Medium,High,Medium,Medium,Yes
1272,Ready,Medium,Medium,Medium,Medium,Medium,No
1273,Almost Ready,Medium,High,Medium,Medium,Medium,Yes
1274,Ready,Medium,Medium,Medium,Medium,Medium,Yes
1275,Ready,High,Medium,Medium,Medium,Medium,No
1276,Ready,High,Medium,Medium,Medium,Medium,No
1277,,Medium,Medium,Medium,High,Medium,No
1278,Ready,Medium,Medium,Medium,Medium,Medium,No
1279,Ready,Medium,Medium,Medium,Medium,Medium,No
1280,Ready,Medium,Medium,Medium,Medium,High,No
1281,Ready,Medium,Medium,Medium,Medium,Medium,No
1282,Ready,Medium,Medium,Medium,Medium,Medium,No
1283,Ready,Medium,Medium,Medium,Medium,Medium,No
1284,Almost Ready,High,Low,Medium,Medium,Medium,No
1285,Ready,Medium,Medium,Medium,Medium,Medium,Yes
1286,Ready,High,Medium,Medium,Medium,Medium,No
1287,,,,,,,No
1288,Ready,High,Medium,Medium,Low,Medium,No
1289,Ready,Medium,Medium,High,High,Medium,Yes
1290,Ready,Medium,High,Medium,High,High,Yes
1291,,,,,,,No
1292,Ready,Medium,Medium,Medium,Medium,Medium,No
1293,Ready,High,Medium,High,High,High,No
1294,Ready,High,Medium,Medium,Medium,Medium,Yes
1295,,Medium,Medium,Medium,High,Medium,No
1296,Ready,Medium,High,High,High,High,No
1297,Ready,Low,Medium,Medium,Medium,Medium,No
1298,Almost Ready,High,Medium,Medium,High,Medium,Yes
1299,Ready,High,Medium,High,High,High,Yes
1300,,,,,,,No
1301,,Medium,High,Medium,Medium,Medium,No
1302,Ready,Medium,Low,Low,Medium,Medium,No
1303,Ready,Low,Low,Medium,Medium,High,No
1304,Ready,Medium,High,Medium,Medium,Medium,No
1305,Ready,High,Low,Medium,Medium,High,No
1306,Ready,Medium,High,High,High,Medium,No
1307,Ready,Medium,Medium,High,High,Medium,No
1308,Ready,Medium,Medium,Medium,Medium,Medium,Yes
1309,Ready,High,Medium,Medium,Medium,Medium,No
1310,,,,,,,No
1311,Ready,Medium,Medium,Medium,Medium,Medium,No
1312,Ready,High,Medium,Medium,Medium,Medium,Yes
1313,Ready,Medium,Medium,High,Medium,High,No
1314,,Medium,Low,Medium,Low,Medium,No
1315,,Medium,Low,Medium,Medium,Medium,No
1316,Ready,Medium,Medium,High,High,High,No
1317,Ready,Low,Low,Low,Medium,Medium,No
1318,Ready,Medium,Low,Medium,Medium,Medium,No
1319,Ready,Medium,High,High,High,High,No
1320,Ready,High,Medium,Medium,Medium,Medium,Yes
1321,Ready,Medium,Medium,High,Medium,Medium,No
1322,Ready,High,Medium,Medium,Medium,High,No
1323,Ready,Medium,Medium,High,High,Medium,No
1324,Ready,High,High,High,High,High,No
1325,,High,Medium,Medium,Medium,Medium,No
1326,,Medium,Low,High,High,Medium,No
1327,,,,,,,No
1328,,,,,,,No
1329,Ready,Medium,Medium,High,High,Medium,No
1330,Ready,Medium,Medium,Medium,Medium,Medium,No
1331,Ready,High,Medium,Medium,High,High,No
1332,Ready,Medium,Medium,Medium,Medium,Medium,No
1333,Ready,Medium,High,High,Medium,High,No
1334,Ready,High,Medium,Medium,High,High,No
1335,Ready,High,Low,Medium,Medium,Medium,No
1336,Ready,Medium,Medium,Medium,Medium,High,No
1337,Ready,Low,Medium,Medium,Low,Medium,No
1338,Ready,High,Medium,Medium,Medium,Medium,Yes
1339,Ready,High,Medium,High,Medium,Medium,No
1340,Ready,High,Medium,High,Medium,Medium,No
1341,Ready,High,High,Low,Medium,Low,Yes
1342,Ready,Medium,High,High,Medium,High,No
1343,Ready,High,Medium,Medium,Medium,Medium,Yes
1344,,,,,,,Yes
1345,Ready,Medium,Medium,Medium,High,Medium,No
1346,Ready,Medium,Medium,Medium,Medium,Medium,Yes
1347,Ready,Medium,High,Medium,Medium,Medium,No
1348,Ready,High,Medium,Medium,Medium,Medium,No
1349,Ready,Medium,Medium,Medium,High,Medium,Yes
1350,,Low,Medium,Low,Medium,Medium,Yes
1351,Ready,High,Medium,Medium,Medium,Medium,No
1352,Ready,High,Medium,High,Medium,High,No
1353,Ready,Medium,Medium,Medium,Medium,Medium,Yes
1354,Ready,High,Medium,Medium,Medium,Medium,Yes
1355,Ready,Medium,Medium,Medium,Medium,Medium,Yes
1356,Ready,High,High,High,Medium,Medium,No
1357,Ready,Medium,Medium,Medium,High,Medium,No
1358,Ready,High,Medium,Medium,Medium,High,No
1359,Ready,Medium,High,High,High,High,No
1360,Ready,,,,,,No
1361,Ready,Medium,Medium,Medium,Medium,Medium,Yes
1362,Ready,High,High,Medium,Medium,Medium,No
1363,Ready,High,Medium,Medium,Medium,High,No
1364,Ready,Low,High,High,Medium,Medium,No
1365,Ready,Medium,Medium,Medium,Medium,Medium,Yes
1366,Ready,Medium,High,High,High,High,No
1367,Ready,Medium,Medium,High,Medium,High,No
1368,Ready,High,Medium,Medium,Medium,High,No
1369,Ready,Low,Medium,Medium,Medium,Medium,No
1370,Ready,High,High,Medium,High,High,No
1371,Ready,High,Medium,High,Medium,High,No
1372,Ready,Medium,Medium,High,Medium,Medium,No
1373,Ready,Low,Medium,Low,Low,Medium,No
1374,Ready,Medium,Medium,Medium,High,High,No
1375,Ready,Medium,High,Medium,Medium,Medium,Yes
1376,Ready,Medium,Medium,Medium,High,Medium,Yes
1377,Ready,Medium,Medium,High,High,High,No
1378,Ready,High,Medium,Medium,Medium,Medium,No
1379,Ready,High,Medium,High,High,High,Yes
1380,Ready,Medium,Medium,Medium,Medium,Medium,No
1381,Ready,Low,Medium,Medium,Medium,Medium,No
1382,Ready,High,Medium,Medium,High,Medium,No
1383,Ready,Medium,Medium,Medium,Medium,High,No
1384,Ready,Medium,High,High,Medium,High,No
1385,Ready,Medium,Medium,High,High,Medium,No
1386,Ready,High,Medium,Medium,Medium,Medium,No
1387,Ready,High,Medium,Medium,Low,Medium,Yes
1388,,,,,,,Yes
1389,Almost Ready,Low,Medium,Low,Medium,Low,No
1390,Ready,High,Medium,Medium,Medium,Medium,Yes
1391,,High,Medium,High,Medium,Medium,Yes
1392,Ready,High,Medium,High,Medium,Medium,No
1393,Ready,Medium,Medium,Medium,High,High,No
1394,,,,,,,No
1395,,,,,,,No
1396,Ready,High,Medium,High,Medium,High,Yes
1397,Ready,High,Medium,Medium,High,Medium,Yes
1398,Ready,Medium,Medium,Medium,Medium,Medium,No
1399,Ready,Medium,Medium,Medium,Medium,Medium,No
1400,Ready,Medium,Medium,Medium,Medium,Medium,Yes
1401,Ready,Medium,Medium,Medium,Medium,High,No
1402,Ready,Medium,Medium,High,Medium,Medium,No
1403,Ready,Medium,High,High,Medium,Medium,Yes
1404,Ready,Medium,Medium,Medium,High,Low,No
1405,Ready,High,Medium,Medium,Medium,Medium,No
1406,Ready,Medium,Low,High,Medium,Low,No
1407,Ready,Medium,Medium,Medium,High,High,No
1408,Ready,Medium,Medium,Medium,Medium,High,No
1409,Ready,High,High,Medium,Medium,High,Yes
1410,Ready,Medium,Medium,Medium,High,High,No
1411,Ready,Medium,Medium,Medium,Medium,Low,No
1412,Ready,Medium,High,High,High,Medium,No
1413,Ready,Medium,Medium,Medium,High,Medium,No
1414,Ready,Medium,Medium,Medium,High,Medium,Yes
1415,Ready,Medium,Medium,High,High,High,No
1416,Ready,High,Medium,High,Medium,High,No
1417,Ready,High,Medium,Low,Low,Medium,Yes
1418,Ready,Medium,Medium,Medium,Medium,Medium,Yes
1419,Ready,High,Medium,Low,Low,Medium,No
1420,Ready,High,Medium,Medium,High,Medium,Yes
1421,Ready,High,Medium,High,Medium,High,Yes
1422,Ready,Medium,Medium,Low,Low,Medium,Yes
1423,Ready,Medium,High,Medium,High,High,Yes
1424,Ready,Medium,Medium,Medium,Medium,Medium,No
1425,Ready,Medium,Medium,High,Medium,High,Yes
1426,Ready,Medium,Medium,Medium,High,Medium,Yes
1427,Ready,High,Medium,High,High,High,Yes
1428,Ready,Medium,Medium,Medium,High,Medium,No
1429,Ready,Medium,Medium,High,High,High,Yes
1430,Ready,,,,,,Yes
1431,Ready,High,High,High,High,High,No
1432,Ready,High,Medium,High,Medium,Medium,No
1433,Ready,High,Medium,High,Medium,Medium,No
1434,Ready,Medium,Medium,Medium,Medium,Medium,Yes
1435,Ready,Medium,Medium,Medium,High,High,No
1436,Ready,Medium,Medium,High,Medium,High,No
1437,Ready,High,Medium,Medium,Medium,High,Yes
1438,Ready,Medium,High,High,High,High,No
1439,Ready,Medium,Medium,High,Medium,High,Yes
1440,Ready,Medium,Medium,Medium,Medium,Medium,No
1441,Ready,Medium,Medium,Medium,Medium,Medium,No
1442,Ready,High,Medium,High,High,High,No
1443,Ready,Medium,Medium,High,High,Medium,No
1444,Ready,Medium,Medium,High,Low,Medium,No
1445,,,,,,,No
1446,Ready,High,High,Medium,High,Medium,No
1447,Ready,Low,Medium,Medium,High,High,No
1448,Ready,Medium,Medium,Medium,High,Medium,No
1449,Almost Ready,Low,Medium,Low,Low,Low,Yes
1450,,,,,,,No
1451,,,,,,,No
1452,Ready,Medium,Medium,Medium,Medium,Medium,Yes
1453,Ready,Medium,Medium,High,Medium,Medium,No
1454,Ready,Medium,Medium,Medium,Medium,High,No
1455,Ready,Medium,High,High,High,High,No
1456,,Low,Low,Low,Medium,Low,Yes
1457,Ready,Medium,High,Medium,High,High,No
1458,Ready,High,Medium,Medium,High,Medium,No
1459,,High,Medium,High,Medium,High,No
1460,Ready,Medium,Medium,Medium,High,High,No
1461,Ready,Medium,Medium,High,High,High,Yes
1462,Ready,Medium,Medium,High,Medium,High,No
1463,,,,,,,No
1464,,,,,,,Yes
1465,,,,,,,No
1466,,,,,,,Yes
1467,Ready,Low,Medium,Medium,High,Medium,Yes
1468,,,,,,,No
1469,,,,,,,No
1470,,,,,,,No
1471,,,,,,,No
1472,Ready,High,Medium,Medium,Medium,Medium,Yes
1473,,,,,,,Yes
1474,,,,,,,No
1475,Ready,Low,Medium,High,High,High,Yes
1476,,,,,,,No
1477,,,,,,,Yes
1478,,,,,,,No
1479,,,,,,,No
1480,,,,,,,No
1481,,,,,,,No
1482,,,,,,,No
1483,,,,,,,No
1484,,,,,,,No
1485,,,,,,,No
1486,,,,,,,No
1487,,,,,,,Yes
1488,,,,,,,No
1489,,,,,,,No
1490,,,,,,,No
1491,,,,,,,No
1492,,,,,,,Yes
1493,,,,,,,No
1494,,,,,,,No
1495,,,,,,,No
1496,,,,,,,No
1497,,,,,,,No
1498,,,,,,,No
1499,,,,,,,No
1500,,,,,,,No
1501,,,,,,,No
1502,,,,,,,No
1503,,,,,,,No
1504,,,,,,,No
1505,,,,,,,No
1506,,,,,,,No
1507,,,,,,,No
1508,,,,,,,No
1509,,,,,,,No
1510,,,,,,,No
1511,,,,,,,Yes
1512,,,,,,,No
1513,,,,,,,No
1514,,,,,,,No
1515,,,,,,,No
1516,,,,,,,Yes
1517,,,,,,,Yes
1518,,,,,,,Yes
1519,,,,,,,No
1520,,,,,,,Yes
1521,,,,,,,No
1522,,,,,,,Yes
1523,,,,,,,No
1524,,,,,,,No
1525,,,,,,,No
1526,,,,,,,No
1527,,,,,,,No
1528,,,,,,,No
1529,,,,,,,No
1530,,,,,,,Yes
1531,,,,,,,No
1532,,,,,,,Yes
1533,,,,,,,No
1534,,,,,,,No
1535,,,,,,,No
1536,,,,,,,No
1537,,,,,,,No
1538,,,,,,,No
1539,,,,,,,No
1540,,,,,,,No
1541,,,,,,,Yes
1542,,,,,,,No
1543,,,,,,,No
1544,,,,,,,No
1545,,,,,,,No
1546,,,,,,,No
1547,,,,,,,No
1548,,,,,,,No
1549,,,,,,,No
1550,,,,,,,No
1551,,,,,,,No
1552,,,,,,,No
1553,,,,,,,No
1554,,,,,,,Yes
1555,,,,,,,Yes
1556,Ready,High,Low,Low,Low,Medium,No
1557,,,,,,,No
1558,,,,,,,No
1559,,,,,,,No
1560,,,,,,,No
1561,,,,,,,No
1562,,,,,,,No
1563,,,,,,,No
1564,,,,,,,No
1565,,,,,,,No
1566,,,,,,,Yes
1567,,,,,,,No
1568,,,,,,,No
1569,,,,,,,No
1570,,,,,,,Yes
1571,,,,,,,No
1572,,,,,,,No
1573,,,,,,,No
1574,,,,,,,No
1575,,,,,,,No
1576,,,,,,,No
1577,,,,,,,No
1578,,,,,,,No
1579,,,,,,,Yes
1580,,,,,,,No
1581,,,,,,,Yes
1582,,,,,,,No
1583,,,,,,,No
1584,,,,,,,No
1585,,,,,,,No
1586,,,,,,,No
1587,,,,,,,No
1588,,,,,,,No
1589,,,,,,,No
1590,,,,,,,No
1591,,,,,,,Yes
1592,,,,,,,Yes
1593,,,,,,,No
1594,,,,,,,No
1595,,,,,,,No
1596,,,,,,,No
1597,,,,,,,No
1598,,,,,,,No
1599,,,,,,,No
1600,,,,,,,No
1601,,,,,,,No
1602,,,,,,,Yes
1603,,,,,,,No
1604,,,,,,,No
1605,,,,,,,No
1606,,,,,,,No
1607,,,,,,,No
1608,,,,,,,No
1609,,,,,,,Yes
1610,,,,,,,No
1611,,,,,,,Yes
1612,,,,,,,Yes
1613,,,,,,,No
1614,,,,,,,No
1615,,,,,,,No
1616,,,,,,,No
1617,,,,,,,No
1618,,,,,,,No
1619,,,,,,,No
1620,,,,,,,No
1621,,,,,,,Yes
1622,,,,,,,No
1623,,,,,,,No
1624,,,,,,,No
1625,,,,,,,No
1626,,,,,,,Yes
1627,,,,,,,No
1628,,,,,,,No
1629,,,,,,,No
1630,,,,,,,Yes
1631,,,,,,,No
1632,,,,,,,No
1633,,,,,,,Yes
1634,,,,,,,No
1635,,,,,,,No
1636,,,,,,,No
1637,,,,,,,No
1638,,,,,,,Yes
1639,,,,,,,No
1640,,,,,,,No
1641,,,,,,,No
1642,,,,,,,No
1643,,,,,,,Yes
1644,,,,,,,No
1645,,,,,,,No
1646,,,,,,,No
1647,,,,,,,No
1648,,,,,,,No
1649,,,,,,,Yes
1650,,,,,,,No
1651,,,,,,,No
1652,,,,,,,No
1653,,,,,,,No
1654,,,,,,,No
1655,,,,,,,No
1656,,,,,,,No
1657,,,,,,,Yes
1658,,,,,,,Yes
1659,,,,,,,No
1660,,,,,,,No
1661,,,,,,,Yes
1662,,,,,,,No
1663,,,,,,,Yes
1664,,,,,,,No
1665,,,,,,,Yes
1666,,,,,,,No
1667,,,,,,,No
1668,,,,,,,No
1669,,,,,,,No
1670,,,,,,,Yes
1671,,,,,,,No
1672,,,,,,,Yes
1673,,,,,,,No
1674,,,,,,,No
1675,,,,,,,No
1676,,,,,,,Yes
1677,,,,,,,No
1678,,,,,,,No
1679,,,,,,,No
1680,,,,,,,No
1681,,,,,,,No
1682,,,,,,,No
1683,,,,,,,No
1684,,,,,,,No
1685,,,,,,,No
1686,,,,,,,No
1687,,,,,,,No
1688,,,,,,,Yes
1689,,,,,,,Yes
1690,,,,,,,No
1691,,,,,,,Yes
1692,,,,,,,No
1693,,,,,,,Yes
1694,,,,,,,No
1695,,,,,,,Yes
1696,,,,,,,Yes
1697,,,,,,,No
1698,,,,,,,No
1699,,,,,,,No
1700,,,,,,,No
1701,,,,,,,No
1702,,,,,,,Yes
1703,,,,,,,No
1704,,,,,,,Yes
1705,,,,,,,No
1706,,,,,,,No
1707,,,,,,,Yes
1708,,,,,,,No
1709,,,,,,,No
1710,,,,,,,No
1711,,,,,,,No
1712,,,,,,,Yes
1713,,,,,,,No
1714,,,,,,,No
1715,,,,,,,No
1716,,,,,,,No
1717,,,,,,,No
1718,,,,,,,No
1719,,,,,,,No
1720,,,,,,,Yes
1721,,,,,,,No
1722,,,,,,,Yes
1723,,,,,,,No
1724,,,,,,,Yes
1725,,,,,,,No
1726,,,,,,,Yes
1727,,,,,,,Yes
1728,,,,,,,No
1729,,,,,,,No
1730,,,,,,,No
1731,,,,,,,No
1732,,,,,,,No
1733,,,,,,,Yes
1734,,,,,,,No
1735,,,,,,,Yes
1736,,,,,,,No
1737,,,,,,,No
1738,,,,,,,No
1739,,,,,,,Yes
1740,,,,,,,No
1741,,,,,,,Yes
1742,,,,,,,Yes
1743,,,,,,,No
1744,,,,,,,No
1745,,,,,,,No
1746,,,,,,,No
1747,,,,,,,Yes
1748,,,,,,,No
1749,,,,,,,No
1750,,,,,,,No
1751,,,,,,,Yes
1752,,,,,,,No
1753,,,,,,,No
1754,,,,,,,Yes
1755,,,,,,,No
1756,,,,,,,No
1757,,,,,,,No
1758,,,,,,,No
1759,,,,,,,No
1760,,,,,,,No
1761,,,,,,,No
1762,,,,,,,No
1763,,,,,,,No
1764,,,,,,,No
1765,,,,,,,No
1766,,,,,,,Yes
1767,,,,,,,Yes
1768,,,,,,,No
1769,,,,,,,No
1770,,,,,,,No
1771,,,,,,,No
1772,,,,,,,No
1773,,,,,,,No
1774,,,,,,,No
1775,,,,,,,No
1776,,,,,,,No
1777,,,,,,,Yes
1778,,,,,,,Yes
1779,,,,,,,Yes
1780,,,,,,,No
1781,,,,,,,Yes
1782,,,,,,,No
1783,,,,,,,Yes
1784,,,,,,,No
1785,,,,,,,Yes
1786,,,,,,,No
1787,,,,,,,No
1788,,,,,,,No
1789,,,,,,,No
1790,,,,,,,Yes
1791,,,,,,,Yes
1792,,,,,,,No
1793,,,,,,,No
1794,,,,,,,Yes
1795,,,,,,,No
1796,,,,,,,No
1797,,,,,,,Yes
1798,,,,,,,No
1799,,,,,,,No
1800,,,,,,,No
1801,,,,,,,No
1802,,,,,,,No
1803,,,,,,,No
1804,,,,,,,Yes
1805,,,,,,,Yes
1806,,,,,,,No
1807,,,,,,,No
1808,,,,,,,No
1809,,,,,,,No
1810,,,,,,,No
1811,,,,,,,No
1812,,,,,,,Yes
1813,,,,,,,Yes
1814,,,,,,,No
1815,,,,,,,Yes
1816,,,,,,,No
1817,,,,,,,No
1818,,,,,,,No
1819,,,,,,,No
1820,,,,,,,No
1821,,,,,,,No
1822,,,,,,,No
1823,,,,,,,No
1824,,,,,,,No
1825,,,,,,,Yes
1826,,,,,,,No
1827,,,,,,,Yes
1828,,,,,,,No
1829,,,,,,,No
1830,,,,,,,No
1831,,,,,,,No
1832,,,,,,,No
1833,,,,,,,No
1834,,,,,,,No
1835,,,,,,,Yes
1836,,,,,,,No
1837,,,,,,,No
1838,,,,,,,No
1839,,,,,,,No
1840,,,,,,,No
1841,,,,,,,Yes
1842,,,,,,,No
1843,,,,,,,No
1844,,,,,,,No
1845,,,,,,,No
1846,,,,,,,No
1847,,,,,,,No
1848,,,,,,,No
1849,,,,,,,No
1850,,,,,,,No
1851,,,,,,,No
1852,,,,,,,Yes
1853,,,,,,,No
1854,,,,,,,No
1855,,,,,,,No
1856,,,,,,,No
1857,,,,,,,No
1858,,,,,,,No
1859,,,,,,,No
1860,,,,,,,Yes
1861,,,,,,,No
1862,,,,,,,No
1863,,,,,,,Yes
1864,,,,,,,No
1865,,,,,,,No
1866,,,,,,,No
1867,,,,,,,No
1868,,,,,,,No
1869,,,,,,,No
1870,,,,,,,Yes
1871,,,,,,,Yes
1872,,,,,,,No
1873,,,,,,,No
1874,,,,,,,No
1875,,,,,,,No
1876,,,,,,,No
1877,,,,,,,No
1878,,,,,,,No
1879,,,,,,,No
1880,,,,,,,No
1881,,,,,,,No
1882,,,,,,,No
1883,,,,,,,No
1884,,,,,,,No
1885,,,,,,,No
1886,,,,,,,No
1887,,,,,,,No
1888,,,,,,,No
1889,,,,,,,No
1890,,,,,,,No
1891,,,,,,,No
1892,,,,,,,No
1893,,,,,,,No
1894,,,,,,,Yes
1895,,,,,,,No
1896,,,,,,,Yes
1897,,,,,,,No
1898,,,,,,,No
1899,,,,,,,No
1900,,,,,,,No
1901,,,,,,,No
1902,,,,,,,No
1903,,,,,,,No
1904,,,,,,,No
1905,,,,,,,No
1906,,,,,,,No
1907,,,,,,,No
1908,,,,,,,No
1909,,,,,,,No
1910,,,,,,,No
1911,,,,,,,No
1912,,,,,,,Yes
1913,,,,,,,No
1914,,,,,,,No
1915,,,,,,,No
1916,,,,,,,No
1917,,,,,,,No
1918,,,,,,,No
1919,,,,,,,No
1920,,,,,,,No
1921,,,,,,,No
1922,,,,,,,No
1923,,,,,,,No
1924,,,,,,,No
1925,,,,,,,No
1926,,,,,,,No
1927,,,,,,,No
